title,current_price,former_price,discount
DELL XPS 15 9530 Core I9-13900H 1TB SSD 32GB RAM ''15.6'' Oled Touchscreen FP Reader Backlit WIN 11 PRO,3800000,3468,50%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,465000,76820,42%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,130000,990000,51%
1080P Rotatable 20 HD Webcam USB PC Laptop Camera Video Recording,14600,1895000,6%
Hp Stream 14 (Intel Celeron 4GB/32GB EMMC 14 Inches Windows 10,235000,559000,12%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ USB LIGHT FOR Keyboard,130000,2950000,22%
"Lenovo IDEAPAD INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",298500,1090000,10%
"Lenovo Legion Slim 7 Intel  Core™️ I7-13th Gen 1TB SSD/16GB RAM 8GB NVIDIA RTX 4060 , Backlit  WIN 11 HOME",2990000,400000,55%
DELL Latitude 3450 Intel Core I3 256GB SSD 8GB RAM Wins 10 + Bag,230000,350000,26%
 Laptop backpack13.3 14 15.6Inch For Mac Air13.6 Pro16 Samsung Dell Lenovo HP Light Weight Students Bag vel Bag,76987,19000,47%
"Hp PAVILION 14 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD 14"" TOUCHSCREEN BACKLIT KEYBOARD WINS 11",985000,958000,7%
"Power Plus 910,000,000mwh Laptop Power Bank.",349000,30380,30%
"DELL VOSTRO 15 11TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE 15"" FHD WINS 10+ Mouse",880500,800000,15%
Laptop Case Cover for Samsung Galaxy Book3 Pro/Galaxy Book3 Pro 360 / Galaxy Book 3 Ul 16 inch NP960 NP965 NT960 PU Leather,87174,1980000,77%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,180000,395000,39%
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +BAG,455000,82757,30%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,180000,700000,31%
Hp 15 11th Gen Intel Core I5 12GB RAM/256GB SSD Win 11,780500,800000,41%
Replacement Universal Touch Screen Writing Stylus Pen-White,655,550000,19%
Obd ELM Advanced OBD Diagnostcs Scan Tool,12000,490000,1%
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,130000,760000,18%
Lenovo Thinkpad T410 Intel I7 8G 256GB SSD Laptop 14inch Dual Core Grade A,250800,850000,47%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD-8GB RAM-Backlit -Touch + PEN Windows 10 PRO +HAND FAN,430000,800000,28%
Hp ENVY 14 X360 13TH GEN INTEL CORE I5 8GB RAM 512GB SSD TOUCH/BACKLIT KEYBOARD FP READER WINS 11,940000,900000,46%
Hp EliteBook 840 Intel Core I7- 16GB RAM/512 SSD-TOUCH & Backlit Keyboard/FP Reader Win11 Pro + BAG,620000,140000,13%
"Hp 15 VICTUS GAMING, 13TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD NVIDIA RTX 3050 (6GB) WINS 11",1310000,800000,39%
Lisen 15.6 Inch Laptop Sleeve Case Ultrabook Macbook Bag,23350,1596,50%
"DELL Alienware M16 R1 Gaming, 1TB/32GB I9 RTX 4080, 13th Gen",3950000,900000,44%
Msi THIN GAMING 15 INTEL CORE I5-11400H 16GB RAM 512GB SSD RTX 3050 (4GB) RGB BACKLIT WINS 11,1150000,482630,42%
"DELL LATITUDE 3180 CHROMEBOOK, 4GB RAM, 16GB SSD + 32GBFLASH",125000,590000,9%
"Hp CHROMEBOOK 11 G5,INTEL CELERON,4GB RAM,32GB EMMC WINS 10",140000,1800000,6%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,485000,1078000,4%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512 SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,485000,565100,18%
DELL G7 7630 13TH  CORE I9 GEN 1TBSSD 32GB RAM 8GB NVIDIA W11,3095800,130000,8%
13 Inch Laptop Sleeve Case Ultrabook Macbook Bag-Pink,21270,1420000,6%
"DELL LATITUDE 3380, INTEL CORE I3 ,8GB RAM,256GB SSD ,WIN 11+ LIGHT",499000,19142,28%
1Pc Anti-Fouling Two Finger Glove For Artist Drawing-Blue,1491,900000,52%
Hp ProBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,220000,133600,42%
Hp 290 G4 MicroTower Desktop INTEL CORE I3 1TB HDD-16GB RAM 18.5'' 10TH GEN WIN 11 PRO,699000,350000,34%
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,350000,750000,31%
DELL ALIENWARE M16 13TH GEN CI9 64GB RAM 4TB SSD 16GB NVIDIA W11,5400890,880000,35%
Hp Stream 11 Pro G5 Touchscreen Intel Celeron 128GB SSD 4GB DDR4 RAM Windows 10 Pro + Bag,190000,29714,23%
Hp EliteBook 840 G5 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,545000,1350000,7%
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG,370000,34550,28%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+32GB FLASH & USB LIGHT FOR KEYBOARD,190000,800000,6%
2x 7.4mm*5.0mm Female To 4.5mm*3.0mm Male Central Pin Connector Cable,4650,900000,44%
Hp Stream 11 Intel Celeron 4GB RAM-64GB SSD WIN 10+USB LIGHT,125000,10800,44%
Hp VICTUS GAMING 16 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD GTX 1650 (4GB) WINS 11,1889500,100200,42%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,465000,869600,25%
"Apple MacBook Air 13.3"" 8GB RAM/256GB M1 Processor - Space Grey",1000000,4360,29%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,3714,29%
"Hp 15 VICTUS GAMING, 13TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD NVIDIA RTX 3050 (6GB) WINS 11",1310000,320000,9%
Hp NoteBook 348 G5 Intel Corei5-16GB RAM/1TB SSD/Backlit Keyboard-Win11+Pouch Mouse,430000,600000,19%
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,2149500,310000,52%
DELL ALIENWARE M16 13TH GEN CORE I9 32GBRAM 2TBSSD 12GB NVIDIA W11,4536900,76820,41%
Hp EliteBook 830 G6 TOUCHSCREEN Core I5-12GB RAM/1TB SSD/Backlit Keyboard/Windows 11,505000,974000,10%
Straight Plug Bluetooth-compatible Adapter Easy Carrying And,1990,93520,42%
"DELL Inspiron 3520 12th Gen Core I7 512GB SSD 16GB RAM 15.6"" (FHD) TOUCH WIN11 Home",1030000,480600,9%
"Apple MacBook Pro 16"" Laptop - M3 Pro Chip - 36GB  18-core GPU - 512GB SSD - SILVER",3550000,525000,9%
One Flexible USB LED Lights For Laptop And Desktop Keyboard,850,485000,7%
"Hp Spectre X360 16-F1013 Core I7-12700H 512gbSSD 16gbRAM 16"" (3072x1920) TOUCH,BACKLIT,FP,PEN, WIN 11",1800000,10800,44%
"Hp Envy 15 X360 11th Gen, Intel Core I7 (16GB RAM,1TB SSD) Backlit Keyboard-Wins 11",1320900,725000,7%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,400000,1820000,7%
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11",565800,590000,27%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,505000,1075000,6%
Heavy Duty Case For MacBook Pro 14 Inch (2023/2021) A2779 / A2442 M1 Pro/M1 Max,37380,63460,41%
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,350000,167000,42%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,655000,2%
"Toshiba Dynabook Satellite Pro 15 11th Gen, Intel Core I5 8GB RAM, 256GB SSD, Intel Iris Xe WINS 11 + Mouse",580500,200000,38%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK RED",2500,800000,19%
"Hp Pavilion 14 X360 11th Gen Core™ I5,8GB RAM 512 SSD, Touchscreen/Backlit Keyboard, Wins 10+bag",950890,850000,41%
"Msi STEALTH 17STUDIO, I9, 13GEN, 2TB/32GB, RTX4080",3710000,550000,11%
"DELL Chromebook 3400 - 14"" - Celeron - 4 GB RAM - 32 GB EMMC + Flash",219000,128590,41%
"Hp PROBOOK X360 435 G8-AMD RYZEN 7, 512GB SSD/16GB RAM",875000,590000,5%
DELL Vostro 15-inch Laptop- Intel Core I3- 16GB RAM/11th GEN/1TB HDD- Windows 11+ USB Light For Keyboard,580000,4634,50%
DELL Latitude 3450 Intel Core I3 256GB SSD 8GB RAM Wins 10 + Bag,230000,9167,33%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,400000,700000,26%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard,150000,490000,13%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ USB LIGHT FOR Keyboard,130000,399000,25%
"Hp Probook 450 G8 11th Gen Intel® Core™ I5-16gb Ram- 1TB Ssd,15.6""FingerPrint Reader.Win 10 Pro",958000,1799000,27%
"Asus ROG STRIX G1614JV-AS73 I713th Gen, 16/512/ 16’’, Backlit Keyboard, 4060 8gb GDDR6 Graphics",2050000,650000,13%
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED",365000,30380,30%
Hp Notebook 11 - TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,220000,880000,11%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,485000,111650,41%
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro +BAG,485000,400000,45%
Hp EliteBook 840 G6 Touchscreen Intel Core I7 8GB RAM/512GB SSD Backlit Keyboard/FP Reader Wins 11 Pro,699400,36260,50%
Hp Probook 11 G7 X360 Touchscreen Intel Pentium 8GB DDR4 RAM 256GB SSD WIN 10 + Keyboard Flashlight,229999,1483,17%
Metal Mesh Tip Touch Screen Stylus Pen Universal-Light Blue,1414,11800,32%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO HP +LAPTOP POUCH,150000,500000,30%
DELL INSPIRON 7620 12TH GEN CI5 2IN1 512GBSSD 8GB RAM TOUCH WI11,962800,1099000,20%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard,150000,7000,89%
Lenovo 65W USB TYPE-C Laptop Charger,19900,350000,34%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,395000,25%
Hp ENVY 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,1270000,100000000,99%
Hp SPECTRE 14 X360 13TH GEN CI7 512GBSSD 16GB TOUCH BACKLIT W11,1896900,580000,23%
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ BAG,120000,170000,12%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 + Mouse & USB Light For Keyboard,130000,880000,13%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11+ 32GB FLASH & POUCH BAG,380000,76820,42%
Hp ProBook 11 X360- TOUCH- 7th Gen 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN11 Pro,220000,650000,5%
"Hp Notebook 14-intel Celeron,4GB RAM 64GB SSD,Win 10+ HP MOUSE",235000,750000,31%
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,370000,120700,50%
Used For Lenovo ideapad 3 15 15IML05 15ARE05 15IIL05 15ADA05 15IGL05 Laptop Case LCD Back Cover Palmrest Upper Bottom Case Hinge,57281,569000,3%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,295800,42%
Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 11 Pro + OFFICE 2021 ACTIVATED,123000,4622,17%
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,455000,250000,12%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO HP +Mouse &USB Light For Keyboard,150000,1370000,9%
"Msi STEALTH 17STUDIO A13VI-012US/017US, 64GB/2TB, RTX 4090",4955500,575000,4%
Lenovo THINKPAD X13 GEN 4 13TH GEN CORE I7 512GBSSD 16GB RAM TOUCH,1620600,6440,50%
Hp Pavilion 15-Core-i5 512GB SSD/12GB RAM Touch/Backlit Keys,860700,146960,42%
"Hp Pavilion 15 11th Gen-Core-i5 16GB/512 SSD Backlit Keyboard,Nvidia Graphics Mx350 Wins 10",870000,45000,1%
Laptop A2179 A1932 A2337 A2681 Cover for Macbook Air M1 Case  Cute for Apple Pro 13 Inch M2  Shell A2338 A1708 A2251,42251,525000,10%
Hp VICTUS GAMING 16 12TH GEN INTEL CORE I7 8GB RAM 1TB SSD GTX 1650 (4GB) WINS 11,1873000,950000,11%
"DELL Latitude 3310 11Th Gen Intel®️ Core™️ I5-Quad Core 256GB SSD 8GB RAM 13.3""WIN10 Pro",658000,500000,30%
Asus Notebook Intel Core I3-10110U 12GB RAM 512GB SSD 15.6inches Display FHD Win 11,480000,1410000,6%
Hp EliteBook 840 G5 Intel Corei5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win11 Pro+pouch Mouse,425000,740000,16%
Hp Stream 11-Intel Celeron 32gb Ssd/2gb Ram+ 32GB Flash,120000,103540,41%
915 Generation Suitable For IPad Mini 6 Protective Case,12685,1009000,6%
"Hp Pavilion 14 X360-11th Gen Intel Core I5- 8gb Ram, 256gb Ssd, Fhd,Fingerprint,Win 10",895000,1900000,8%
"DELL LATITUDE 9520 X360 11TH GEN CORE I5 16GB RAM 256GB SSD 15.6"" TOUCH/BACKLIT KEYS WINS 11",750000,76820,42%
Large Capacity Multi-function Expansion USB Waterproof Laptop Backpack Business Casual Men's and Women's Shoulders 17.3inch,67969,870000,10%
13 Inch Laptop Sleeve Case Ultrabook Macbook Bag-Dark Red,21270,116000,42%
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+32GB FLASH &  USB LIGHT FOR KEYBOARD,385000,295000,25%
Hp ENVY X360 15.6' AMD RYZEN 5 256GB SSD 8GB RAM TOUCH W11,918800,850000,47%
Hp EliteBook 840 G5 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,545000,250000,12%
Hp Stream 11 Intel Celeron 4GB RAM- 64GB SSD WIN 10+ USB LIGHT FOR KEYBOARD,179900,125000,4%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+ Usb Light For Keyboard,246000,101870,42%
DELL Alienware M16 R1 (DR5BFX3) 1TB/32GB RTX 4080 I9,3950000,103540,42%
Lovoski Waterproof Silicone Keyboard Cover Protector  For HP 15 Black,2758,100200,42%
Hp ELITEBOOK 840 G7 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,720000,800000,17%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,865000,10%
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD-8GB RAM-Backlit -Touch + PEN Windows 10 PRO +HAND FAN,430000,1600000,21%
"Hp Stream 11 Intel Celeron, 4GB RAM- 64GB HDD WIN 10+32GB FLASH",125000,950000,49%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,465000,300000,20%
Hp Stream 14 TOUCHSCREEN AMD Q/C 64GB HDD 4GB RAM WIN 10+ FLASH,230000,400000,10%
"Acer TRAVELMATE P2 11th Gen, INTEL CORE I7 8GB RAM, 256GB SSD, Backlit Keyboard Wins 10",740000,312700,50%
Lenovo THINKPAD P14S Gen 2 I7 11th Gen/16gb/512gb/14”/Backlit Keyboard/ W 10Pro,1550000,1055000,8%
Hp Notebook 240G7 Intel Core I3 8GB RAM/1TB HDD-WIN 10+HP MOUSE,550000,300000,33%
Asus Vivobook X1400MA Intel Celeron 4GB RAM 256GB SSD 14 Windows 11 Backlite Keyboard + BAG,389500,230000,46%
3D Colorful Pattern Laptop Case For Apple Macbook M1 M2 Chip Air 13.6 15.3 Pro 14 16 Retina Touch Bar ID 11 12 13 15 inch Cover,62458,675500,27%
"Lenovo V14 AMD RYZEN 3 3250U 8GB RAM 1TB HDD 14.0""SCREEN WINS 11 AMD RADEON GRAPHICS",357100,700000,33%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,119300,50%
"Toshiba Dynabook Satellite Pro 15 11th Gen, Intel Core I5 8GB RAM, 256GB SSD, Intel Iris Xe WINS 11 + Mouse",550600,690500,11%
Lenovo LEGION 5 15ARP8 Gaming Laptop,2050000,820000,12%
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD 15.6"" HD Windows 10+ Mouse",450500,350900,32%
Hp EliteBook 840 G5 Intel Core I5-12GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,495000,490000,9%
Msi CYBORG 15 A12VF-043US RTX 4060 512GB/8GB 12th Gen I7,1800000,900000,52%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM W11,330000,1470000,9%
Hp EliteBook 830 G6 TOUCHSCREEN Core I5/16GB RAM/1TB SSD+BAG,515000,103540,41%
1080P Rotatable 20 HD Webcam USB PC Laptop Camera Video Recording,14600,3585,23%
DELL XPS 17 9730 Core I9-13900H 1TB SSD 32GB RAM ''17'' 8GB NVIDIA RTX 4070  Backlit WIN 11 PRO,3650000,141950,42%
DELL OptiPlex 5090 SFF CORE I7 11-11700 16GB 512GB SSD W10P,757800,118570,42%
Hp EliteBook 840 Intel Core I7- 16GB RAM/ 512gb  SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,620000,850000,41%
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,200000,499990,2%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,465000,700000,33%
DELL Latitude 3150 Intel Celeron 500GB  8GB RAM Wins 10 + Bag,210000,160000,16%
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,505000,400000,38%
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK BLUE",4000,750000,16%
DELL ALIENWARE M18 13TH GEN CI9 64GB RAM 4TB SSD 16GB NVIDIA W11,5941900,367400,42%
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,370000,136940,42%
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 P,129999,280560,42%
Hp Spectre 14 X360 13th Gen Intel Core I7 16GB RAM/1TB SSD Win 11,2250000,33000,92%
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,450000,2295400,50%
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,32GB SSD",100000,690000,27%
"Hp CHROMEBOOK, INTEL CELERON, 4GB RAM,16GB EMMC + BAG",90000,303940,42%
Hp ENVY 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINDOWS 11,1270500,880000,29%
"Hp 15 Pavilion Intel Pentium (4gb RAM 1TB HDD+ 32GB Flash, Mouse, USB Light For Keyboard) 15.6 Inch Windows 10 - Red",397000,20000,88%
Hp 200 G4 ALL-IN-ONE INTEL CORE I3 1TB HDD-16GB RAM 21.5'' 10TH GEN WIN 11 PRO WHITE + 32GB FLASH,745000,280560,42%
Case For Apple Macbook Air 15.3 A2941 Matte Protective Cover for Air 13.6 A2681 Pro 14.2 A2442 M1 M2 Chip 13.3 A2337 A2338,30160,660000,14%
"Hp 14 11th Gen Intel Core I3 256GB SSD 8GB RAM 14"" FHD Backlit Keyboard Wins 11",490000,485800,10%
"Asus Notebook 10th Gen, Intel Core I3 8GB RAM 512GB SSD, 2.1GHz Up To 4.1GHz 15.6"" Wins 11",470500,538000,13%
915 Generation Case for Myriann Raspberry Pi 3 Mini Snes Style Case,54258,70374,50%
"Asus NOTEBOOK 14 INTEL CELERON N4020 4GB RAM 128GB SSD 14"" HD WINS 11 + FREE BAG",336000,3480,33%
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11+ MOUSE,760500,170000,29%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro+64GB FLASH,505000,163000,20%
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ BAG,140000,450000,1%
"DELL INSPIRON 16 PLUS 7630, CORE I7, 2TB SSD 32GB RAM, RTX 4060,16"" 2.5k Anti-Glare, Non-Touch, WIN 11",2750000,85170,42%
Hp ProBook 11 Intel Pentium 128GB SSD 4GB RAM WIN10 Pro + Bag,202000,5333,29%
"Hp ProBook 440G9 INTEL CORE I7,12TH GEN ,512SSD,16GB RAM,14.1"" Win11 Pro",1270900,0,0%
"DELL ALIENWARE M16 R1,CORE I9-13900HX,2TB SSD/32GB RAM,16GB RTX 4090 GRAPHICS,16"" QHD+ DISPLAY,WIN 11",5885000,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,485000,0,0%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Win11,330000,0,0%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM,TOUCHSCREEN 8GB RAM,512GB SSD WIN 11 + Light",285000,0,0%
"Lenovo LEGION 5 GAMING 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 (4GB) 15.6"" RGB BACKLIT WIN 11",2306000,0,0%
Hp EliteBook 830 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,485000,0,0%
Hp 250 G8 11th Gen Intel Core I7 (1TB HDD/8GB RAM) Intel Iris Xe Graphics Wins 10 Pro,880600,0,0%
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,465000,0,0%
"Lenovo IDEAPAD V14-IIL-10TH GEN-INTEL CORE I3-8GB RAM- 1TB HDD- 14""WINDOWS 10 IRON GREY",560000,0,0%
"DELL Chromebook 3400 - 14"" - Celeron - 4 GB RAM - 32 GB EMMC + Bag",219000,0,0%
Hp Stream 11 Intel Celeron 2GB RAM-32GB SSD WIN 10,124800,0,0%
"Lenovo LEGION 5 GAMING 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD RTX 3050 (4GB) 15.6"" RGB BACKLIT WIN 11",2280000,0,0%
For Hp EliteBook 840 G3 840 G4 740 745 G3 G4 laptop TOP LCD cover LCD front bezel Palmrest Upper Bottom case,133099,0,0%
Hp ProBook11X360-TOUCHSCREEN Intel Pentium128GB SSD-4GB+pouch,195000,0,0%
"Hp PROBOOK 11 X360, TOUCHSCREEN, 4GB RAM, 128GB SSD, INTEL PENTIUM, Windows 10  + Keyboard Flashlight",199000,0,0%
"Hp 15 Intel Core I3 8GB RAM, 1TB HDD-WIN 10+ Free Mouse",560500,0,0%
"Lenovo IDEAPAD V14-IIL-10TH GEN-INTEL CORE I3-12GB RAM- 1TB HDD- 14""WINDOWS 10 IRON GREY",599000,0,0%
Hp EliteBook 840 G6 Touchscreen Intel Core I7 8GB RAM/512GB SSD Backlit Keyboard/FP Reader Wins 11 Pro,701200,0,0%
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD Backlit,485000,0,0%
Hp NOTEBOOK 15 INTEL CELERON N4120 2.6GHZ 4GB RAM 256GB SSD BACKLIT KEYBOARD WINS 11,400700,0,0%
Asus X515EA Intel® Core™ I7-1165G7 8GB RAM 256GB SSD 15.6-Inch Windows 11 + FREE 1TB Ext HDD,699990,0,0%
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,215000,0,0%
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,750000,0,0%
Hp ENVY 14 X360 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD BACKLIT KEYBOARD FP READER WINS 11,1270000,0,0%
Hp Elitebook 1040 G10 X360 2in1 Core I7 16GB RAM - 512GB SSD,1750000,0,0%
"DELL LATITUDE 3190 2in1 X360 INTEL PENTIUM, 8GB RAM,128GB SSD TOUCHSCREEN WIN 11 + Light",220500,0,0%
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+32GB FLASH & USB LIGHT FOR KEYBOARD,190000,0,0%
LCD Writing Tablet Board Kids Writing Pad Drawing Painting Graphics Board Blue,4350,0,0%
"DELL Vostro 15 10th Gen, Intel Core I3 8GB RAM 256GB SSD 15.6"" HD Windows 10",450500,0,0%
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11+ 32GB FLASH & POUCH BAG,380000,0,0%
"Hp PAVILION 15 12TH GEN, INTEL CORE I5 8GB RAM 512GB SSD BACKLIT KEYBOARD 15.6"" WINS 11",850200,0,0%
